DATE_TIME,TRANSFER_TYPE,TRANSFER_TYPE_ID,TRANSPORT_TYPE_DESC,LINE,NUMBER_OF_PASSAGE,NUMBER_OF_PASSENGER
2022-02-13 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,8435,1155
2022-02-19 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,637,88
2022-02-11 08:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3264,1632
2022-02-14 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3550,1761
2022-02-16 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,672,332
2022-02-19 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4852,2397
2022-02-21 01:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,34,17
2022-02-04 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,67592,9314
2022-02-21 11:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,40152,5550
2022-02-23 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,53102,7509
2022-02-24 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,9380,1329
2022-02-06 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,82,40
2022-02-09 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,19090,9249
2022-02-21 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3270,1626
2022-02-22 11:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,256,128
2022-02-24 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,998,498
2022-02-27 07:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,614,306
2022-02-11 04:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,161,18
2022-02-14 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,61180,8507
2022-02-10 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,14716,7299
2022-02-11 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,5610,2760
2022-02-12 04:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,11808,5865
2022-02-16 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,3862,1902
2022-02-21 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,945,135
2022-02-24 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,50827,7100
2022-02-27 03:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,259,36
2022-02-01 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,17964,8702
2022-02-04 02:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,4,2
2022-02-07 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15312,7426
2022-02-22 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5238,2604
2022-02-24 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,7248,3523
2022-02-28 03:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3504,1738
2022-02-02 07:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,10164,1445
2022-02-04 12:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,1925,271
2022-02-06 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,15589,2164
2022-02-07 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,5726,812
2022-02-07 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,858,423
2022-02-14 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,8,4
2022-02-17 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,19780,9565
2022-02-12 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,11221,1579
2022-02-17 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,53690,7410
2022-02-18 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17101,2422
2022-02-22 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,54880,7514
2022-02-24 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,58,24
2022-02-04 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,10661,1494
2022-02-07 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,92113,12874
2022-02-12 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,15701,2234
2022-02-22 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,4214,599
2022-02-28 07:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,8358,1189
2022-02-04 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15030,7243
2022-02-05 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,7382,3663
2022-02-07 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10978,5318
2022-02-09 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,14244,7053
2022-02-14 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,52472,7363
2022-02-12 08:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2180,1084
2022-02-15 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3624,1796
2022-02-17 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,828,405
2022-02-22 01:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,28,14
2022-02-05 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,91469,12719
2022-02-20 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,22911,3244
2022-02-22 11:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,43904,6050
2022-02-24 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,51429,7292
2022-02-25 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,18123,2562
2022-02-26 04:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,38934,5528
2022-02-01 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11586,5675
2022-02-07 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,206,103
2022-02-22 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3332,1661
2022-02-23 11:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,166,83
2022-02-25 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2334,1166
2022-02-28 07:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2962,1479
2022-02-12 04:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,252,31
2022-02-15 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,75642,10465
2022-02-12 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,6220,3070
2022-02-13 04:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6474,3210
2022-02-17 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,3854,1910
2022-02-22 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,819,115
2022-02-25 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,65184,9091
2022-02-28 03:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,7,1
2022-02-02 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,14142,6870
2022-02-05 02:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,64,31
2022-02-08 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,6380,3121
2022-02-23 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3930,1949
2022-02-25 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,7368,3571
2022-02-03 07:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,7987,1138
2022-02-05 12:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,3899,552
2022-02-07 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,33915,4746
2022-02-08 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,3605,512
2022-02-06 12:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6550,3252
2022-02-08 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,404,201
2022-02-15 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,8,4
2022-02-18 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12602,6079
2022-02-13 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,7070,1003
2022-02-18 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,31171,4319
2022-02-19 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,34622,4904
2022-02-20 02:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,623,87
2022-02-23 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,36239,5021
2022-02-21 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6026,2994
2022-02-25 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,44,15
2022-02-05 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,6363,899
2022-02-08 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,53977,7573
2022-02-13 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,10731,1525
2022-02-21 12:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17241,2456
2022-02-23 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,2863,406
2022-02-05 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,17678,8588
2022-02-06 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,7524,3730
2022-02-08 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,5942,2913
2022-02-10 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,14468,6955
2022-02-09 01:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,7,1
2022-02-10 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,16562,2344
2022-02-11 05:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,23961,3401
2022-02-15 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,52052,7302
2022-02-10 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1004,499
2022-02-13 08:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,978,489
2022-02-16 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3958,1966
2022-02-18 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,806,400
2022-02-20 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,27446,13310
2022-02-23 01:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,26,13
2022-02-06 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,85785,11830
2022-02-20 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,65688,9073
2022-02-21 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,19495,2758
2022-02-23 11:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,31738,4396
2022-02-25 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,50421,7133
2022-02-26 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,25536,3595
2022-02-27 04:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,27111,3828
2022-02-02 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11172,5453
2022-02-08 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,202,99
2022-02-23 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3118,1558
2022-02-24 11:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,158,79
2022-02-26 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3352,1662
2022-02-10 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,100562,14003
2022-02-13 04:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,259,32
2022-02-16 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,79240,10981
2022-02-19 02:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,273,36
2022-02-10 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10828,5244
2022-02-13 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3646,1798
2022-02-14 04:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4760,2364
2022-02-18 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,3682,1816
2022-02-11 01:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,7,1
2022-02-23 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,861,122
2022-02-03 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11452,5544
2022-02-06 02:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,142,69
2022-02-09 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11280,5457
2022-02-20 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,2106,1040
2022-02-21 06:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,872,436
2022-02-24 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3200,1588
2022-02-26 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11334,5518
2022-02-04 07:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,16359,2325
2022-02-06 12:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,5236,742
2022-02-08 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,26376,3687
2022-02-09 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,8442,1196
2022-02-07 12:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5352,2660
2022-02-09 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,874,435
2022-02-10 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,208,104
2022-02-16 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,4,2
2022-02-19 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,34718,16894
2022-02-14 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,6391,910
2022-02-19 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,80465,11150
2022-02-21 02:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,84,12
2022-02-24 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,29281,4034
2022-02-20 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,792,375
2022-02-22 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5258,2609
2022-02-26 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,60,25
2022-02-01 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,11746,1660
2022-02-06 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,2485,345
2022-02-09 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,86625,12099
2022-02-22 12:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,18718,2650
2022-02-24 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,2009,287
2022-02-27 08:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,4102,585
2022-02-01 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1668,817
2022-02-07 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4106,2037
2022-02-09 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,9106,4408
2022-02-11 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15486,7447
2022-02-10 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,34118,4783
2022-02-11 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,14413,2036
2022-02-12 05:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,35042,4944
2022-02-14 10:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,29435,4110
2022-02-16 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,50645,7101
2022-02-11 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1372,678
2022-02-14 08:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3446,1722
2022-02-17 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4014,1995
2022-02-19 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1324,656
2022-02-24 01:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,58,27
2022-02-01 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,69335,9676
2022-02-04 03:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,35,5
2022-02-07 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,60599,8389
2022-02-22 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17661,2506
2022-02-24 11:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,28294,3871
2022-02-26 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,27440,3865
2022-02-27 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,14756,2066
2022-02-28 04:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,13006,1851
2022-02-01 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,9600,4707
2022-02-03 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10494,5121
2022-02-09 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,218,108
2022-02-24 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2770,1380
2022-02-25 11:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,298,149
2022-02-27 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2080,1031
2022-02-14 04:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,154,16
2022-02-17 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,84910,11812
2022-02-11 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,12082,5846
2022-02-14 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4194,2065
2022-02-15 04:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5702,2824
