DATE_TIME,TRANSFER_TYPE,TRANSFER_TYPE_ID,TRANSPORT_TYPE_DESC,LINE,NUMBER_OF_PASSAGE,NUMBER_OF_PASSENGER
2022-05-02 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,5334,343
2022-05-05 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,304794,18850
2022-05-10 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,31976,2270
2022-05-20 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,13776,977
2022-05-26 07:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,31234,2214
2022-05-28 12:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,23450,1542
2022-05-30 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,130438,8382
2022-05-02 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,72592,13929
2022-05-03 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,36988,8932
2022-05-05 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,36116,7691
2022-05-07 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,17920,4211
2022-05-08 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15880,3510
2022-05-29 12:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,20560,5065
2022-05-06 01:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,42,3
2022-05-12 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,125230,8682
2022-05-15 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,294714,18386
2022-05-18 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,1610,111
2022-05-13 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,10988,2732
2022-05-15 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,7600,1692
2022-05-18 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4244,1018
2022-05-19 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,26704,6557
2022-05-20 01:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,200,42
2022-05-03 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,263704,14495
2022-05-20 11:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,123788,7707
2022-05-22 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,52024,3282
2022-05-23 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,49266,3281
2022-05-28 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,21280,1458
2022-05-05 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,520,128
2022-05-08 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,83216,17894
2022-05-20 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8052,1998
2022-05-21 11:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1240,309
2022-05-23 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4648,1154
2022-05-29 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,26168,6334
2022-05-30 02:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,32,7
2022-05-09 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,14000,992
2022-05-10 04:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,224,11
2022-05-13 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,200522,12938
2022-05-19 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,212506,12951
2022-05-30 12:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,12474,810
2022-05-10 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11900,2793
2022-05-15 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,2384,562
2022-05-03 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,2268,158
2022-05-09 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,27566,1958
2022-05-19 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,26110,1822
2022-05-20 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,1750,122
2022-05-23 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,183414,11786
2022-05-26 03:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,168,10
2022-05-29 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,242200,13988
2022-05-06 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,50872,10948
2022-05-19 01:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8,2
2022-05-20 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,10576,2467
2022-05-21 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,20528,5106
2022-05-23 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,26588,5960
2022-05-25 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,35892,8729
2022-05-27 03:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12176,3021
2022-05-05 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,76398,5018
2022-05-06 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,28574,1884
2022-05-19 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,65030,4612
2022-05-30 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,38710,2673
2022-05-06 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3184,791
2022-05-10 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,56680,12829
2022-05-13 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,36,9
2022-05-16 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,42320,9470
2022-05-11 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17640,1244
2022-05-16 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,126014,8055
2022-05-17 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,37814,2682
2022-05-21 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,216622,13363
2022-05-19 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8820,2190
2022-05-23 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,48,6
2022-05-26 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,52716,11631
2022-05-29 02:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1040,217
2022-05-03 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,6300,407
2022-05-06 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,304892,19222
2022-05-11 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,30366,2165
