saat,transfer_type,transfertipid,ulasimturu,line,passage,passanger
2021-06-21 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1656,818
2021-06-03 02:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,14,2
2021-06-04 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6636,3299
2021-06-10 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12846,6347
2021-06-13 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1224,601
2021-06-16 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,18504,9146
2021-06-21 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5780,2877
2021-06-04 12:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,19726,2807
2021-06-07 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,20300,2882
2021-06-09 08:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,13503,1927
2021-06-19 01:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,63,9
2021-06-21 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,91903,12945
2021-06-27 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,15911,2195
2021-06-23 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,14060,6966
2021-06-24 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3196,1575
2021-06-26 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,25846,12738
2021-06-29 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,4358,2156
2021-06-06 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,2961,418
2021-06-14 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12914,6327
2021-06-21 05:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12,6
2021-06-01 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,11018,1572
2021-06-07 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,63,9
2021-06-19 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,19593,2772
2021-06-04 12:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2,1
2021-06-24 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,23726,11658
2021-06-04 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,95725,13528
2021-06-11 08:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,13286,1897
2021-06-12 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,2884,410
2021-06-17 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,3339,477
2021-06-06 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1372,681
2021-06-07 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,280,140
2021-06-09 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12936,6382
2021-06-02 03:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,16863,2389
2021-06-08 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,19768,2799
2021-06-14 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,50015,7072
2021-06-25 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,16821,2391
2021-06-27 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,1232,176
2021-06-04 06:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1062,531
2021-06-17 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,9806,4806
2021-06-19 09:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13476,6680
2021-06-22 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13916,6817
2021-06-18 02:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,21350,3019
2021-06-21 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,40019,5661
2021-06-22 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,2429,347
2021-06-24 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,50190,7068
2021-06-01 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13818,6831
2021-06-07 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,24906,12237
2021-06-12 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6592,3276
2021-06-22 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1920,955
2021-06-12 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,111559,15699
2021-06-05 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12192,6047
2021-06-11 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,14130,6958
2021-06-14 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,14412,7144
2021-06-17 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,24880,12306
2021-06-22 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6560,3262
2021-06-05 12:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,32375,4602
2021-06-08 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14294,2030
2021-06-10 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,25326,3593
2021-06-22 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,99190,13956
2021-06-28 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,63700,8891
2021-06-24 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,13664,6776
2021-06-25 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3442,1701
2021-06-27 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3872,1871
2021-06-07 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,21504,3040
2021-06-18 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,7,1
2021-06-20 02:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,5089,706
2021-06-15 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12412,6077
2021-06-22 05:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,20,10
2021-06-30 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4648,2302
2021-06-02 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,12278,1753
2021-06-08 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,35,5
2021-06-25 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,23240,11463
2021-06-05 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,109795,15456
2021-06-10 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,20881,2964
2021-06-12 08:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,12607,1791
2021-06-13 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,238,34
2021-06-18 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,3815,545
2021-06-30 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,65121,9144
2021-06-07 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11456,5644
2021-06-08 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,394,197
2021-06-03 03:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,16002,2276
2021-06-09 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,25473,3608
2021-06-15 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,46704,6590
2021-06-20 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,21,3
2021-06-26 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14329,2026
2021-06-05 06:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,768,384
2021-06-18 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,10440,5083
2021-06-23 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11370,5552
2021-06-10 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,77,11
2021-06-19 02:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,32074,4555
2021-06-22 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,39347,5546
2021-06-23 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,1883,268
2021-06-25 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,48468,6823
2021-06-28 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,53480,7537
2021-06-02 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13404,6600
2021-06-08 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,23348,11452
2021-06-13 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,688,343
2021-06-23 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1598,782
2021-06-13 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,15491,2162
2021-06-20 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,175,25
2021-06-03 03:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2,1
2021-06-06 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1356,668
2021-06-10 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,434,216
2021-06-12 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,22464,11121
2021-06-15 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,12570,6200
2021-06-18 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,21144,10449
2021-06-23 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6116,3032
2021-06-06 12:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,3409,475
2021-06-09 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,22631,3200
2021-06-11 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,25739,3641
2021-06-23 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,84168,11859
2021-06-29 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,66024,9261
2021-06-20 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,2680,1292
2021-06-25 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,13846,6868
2021-06-26 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,5582,2749
2021-06-28 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,20006,9874
2021-06-08 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,26250,3704
2021-06-19 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,7,1
2021-06-21 02:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,23856,3386
2021-06-30 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,48321,6812
2021-06-10 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,26690,13149
2021-06-16 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,10110,4957
2021-06-01 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,11158,1585
2021-06-03 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,11144,1589
2021-06-09 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,70,10
2021-06-20 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3766,1832
2021-06-23 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,314,157
2021-06-26 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,28570,14050
2021-06-06 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,11515,1593
2021-06-11 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,20860,2959
2021-06-14 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,1141,163
2021-06-19 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,2233,318
2021-06-08 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,9314,4602
2021-06-09 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,376,184
2021-06-04 03:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,25410,3594
2021-06-10 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,29540,4173
2021-06-13 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,5607,787
2021-06-16 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,40789,5748
2021-06-27 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,3633,512
2021-06-01 10:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,260,130
2021-06-06 06:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,60,30
2021-06-19 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,10594,5205
2021-06-24 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,14018,6854
2021-06-11 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,77,11
2021-06-23 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,38906,5511
2021-06-24 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,2597,357
2021-06-26 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,81193,11471
2021-06-29 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,49098,6901
2021-06-03 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13320,6567
2021-06-09 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,27984,13787
2021-06-14 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3820,1896
2021-06-24 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2052,1002
2021-06-14 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,59633,8385
2021-06-21 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,4648,664
2021-06-07 02:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6302,3112
2021-06-10 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10978,5428
2021-06-11 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,554,275
2021-06-13 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,2148,1046
2021-06-16 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11368,5614
2021-06-19 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,24480,12053
2021-06-24 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6146,3046
2021-06-12 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,40551,5755
2021-06-24 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,100415,14084
2021-06-01 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15934,7851
2021-06-21 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11512,5645
2021-06-26 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,8284,4073
2021-06-27 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,612,303
2021-06-29 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,20354,10066
2021-06-07 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,41671,5825
2021-06-09 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,30912,4364
2021-06-11 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,28488,14002
2021-06-17 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15510,7628
2021-06-02 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,11767,1674
2021-06-04 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,11788,1683
2021-06-22 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,60060,8413
2021-06-21 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,26420,13070
2021-06-24 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,366,183
2021-06-27 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4824,2323
2021-06-01 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,29253,4131
2021-06-07 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,87780,12389
2021-06-12 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,29869,4241
2021-06-15 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,1085,153
2021-06-09 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11070,5476
2021-06-05 03:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,41594,5881
2021-06-11 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,34328,4851
2021-06-14 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,49714,7027
2021-06-17 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,57001,8033
2021-06-22 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,2
2021-06-28 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,19915,2822
2021-06-07 06:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1212,606
2021-06-15 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1882,934
2021-06-25 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13018,6388
2021-06-12 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,35,5
2021-06-24 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,39459,5569
2021-06-25 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,3269,456
2021-06-27 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,11739,1631
2021-06-01 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11562,5734
2021-06-02 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,1138,567
2021-06-04 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,18756,9273
2021-06-15 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4026,2008
2021-06-25 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1944,946
2021-06-15 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,57414,8062
2021-06-22 06:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,3654,522
2021-06-30 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,12355,1725
2021-06-11 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11014,5456
2021-06-12 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,838,413
2021-06-14 08:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,8956,4435
2021-06-17 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,11906,5856
2021-06-25 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6330,3136
2021-06-13 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,5740,811
2021-06-25 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,96985,13640
2021-06-02 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,17346,8564
2021-06-08 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,13700,6665
2021-06-30 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,18088,2558
2021-06-22 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12240,6023
2021-06-27 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1518,736
2021-06-28 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3146,1559
2021-06-08 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,33677,4704
2021-06-26 01:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,21,3
2021-06-12 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,34372,16933
2021-06-18 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,12648,6181
2021-06-03 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,13034,1856
2021-06-05 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,8477,1209
2021-06-23 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,47250,6641
2021-06-08 12:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4,2
2021-06-22 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,29588,14628
2021-06-25 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,398,198
2021-06-28 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,22774,11196
2021-06-02 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,28595,4047
2021-06-08 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,86485,12193
2021-06-13 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,3710,515
2021-06-16 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,1029,147
2021-06-10 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,16588,8127
2021-06-30 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3632,1799
2021-06-03 04:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,2
2021-06-06 03:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,5516,773
2021-06-10 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,41762,5855
2021-06-12 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,53130,7516
2021-06-15 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,46865,6629
2021-06-18 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,48447,6826
2021-06-23 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,2
2021-06-29 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,19299,2738
2021-06-16 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,1958,963
2021-06-20 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4326,2113
2021-06-26 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,17660,8667
2021-06-25 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,38773,5481
2021-06-26 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,5306,741
2021-06-28 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,46627,6583
2021-06-02 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,12550,6206
2021-06-03 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,1078,535
2021-06-05 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,27936,13787
2021-06-08 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,3712,1836
2021-06-10 12:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2,1
2021-06-16 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3126,1548
2021-06-26 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3278,1626
2021-06-30 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,22672,11173
2021-06-10 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,96390,13631
2021-06-16 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,47236,6660
2021-06-12 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10260,5062
2021-06-13 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,134,67
2021-06-18 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,12314,6066
2021-06-26 11:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4948,2460
2021-06-14 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17605,2500
2021-06-20 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,11732,1639
2021-06-23 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,14546,2066
2021-06-26 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,102655,14466
2021-06-03 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15854,7806
2021-06-09 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,16808,8215
2021-06-23 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,11986,5887
2021-06-28 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,15332,7591
2021-06-29 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,3436,1684
2021-06-09 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,41125,5753
2021-06-01 01:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4578,2274
2021-06-10 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,3948,1956
2021-06-13 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4132,2006
2021-06-19 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,22238,10947
2021-06-01 11:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,119,17
2021-06-04 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14189,2018
2021-06-06 07:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,1008,144
2021-06-24 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,60018,8417
2021-06-20 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,1006,489
2021-06-23 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,25372,12577
2021-06-26 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,210,105
