DATE_TIME,TRANSFER_TYPE,TRANSFER_TYPE_ID,TRANSPORT_TYPE_DESC,LINE,NUMBER_OF_PASSAGE,NUMBER_OF_PASSENGER
2022-10-07 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,812,58
2022-10-21 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,285824,18738
2022-10-24 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,3108,193
2022-10-27 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,227248,14456
2022-10-04 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,53416,11940
2022-10-21 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,2404,542
2022-10-23 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,15196,3312
2022-10-24 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,6800,1558
2022-10-25 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12036,2978
2022-10-27 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,27792,6150
2022-10-29 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,10784,2538
2022-10-09 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,53690,3319
2022-10-22 02:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,1
2022-10-11 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,600,133
2022-10-14 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,60704,13474
2022-10-17 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,44,9
2022-10-15 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,14756,1046
2022-10-25 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,158354,9978
2022-10-21 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,9640,2363
2022-10-27 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,140,25
2022-10-01 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,74298,4935
2022-10-02 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,200396,12325
2022-10-04 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,158466,10216
2022-10-07 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,31304,2183
2022-10-15 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,22176,1577
2022-10-25 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,8372,588
2022-10-02 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5640,1400
2022-10-07 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,34800,7682
2022-10-12 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,39492,8743
2022-10-11 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,94346,6345
2022-10-12 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,30520,1995
2022-10-17 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,142478,9904
2022-10-25 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,38584,2741
2022-10-02 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6448,1598
2022-10-12 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2588,640
2022-10-18 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,7132,1768
2022-10-22 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,76840,16393
2022-10-02 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,234948,14127
2022-10-08 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,209832,12971
2022-10-15 04:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,1
2022-10-22 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,174860,10631
2022-10-27 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,149310,10370
2022-10-28 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,58324,3804
2022-10-04 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,40152,9780
2022-10-07 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,72888,16730
2022-10-25 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8020,2003
2022-10-28 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5860,1451
2022-10-12 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,263984,17141
2022-10-18 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,174370,11167
2022-10-08 02:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4,1
2022-10-10 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12068,2993
2022-10-12 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,30808,6797
2022-10-14 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,39164,9549
2022-10-15 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,10508,2410
2022-10-08 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,1134,79
2022-10-22 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,334866,20895
2022-10-25 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,1792,116
2022-10-28 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,292544,18405
2022-10-02 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,160,31
2022-10-05 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,48480,10903
2022-10-20 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8080,2004
2022-10-22 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,5424,1261
2022-10-24 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,27952,6588
2022-10-25 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,7308,1694
2022-10-26 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12292,3037
2022-10-28 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,27596,6038
2022-10-10 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,158900,9911
2022-10-23 02:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,42,3
2022-10-30 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,52206,3328
2022-10-12 05:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,556,120
2022-10-15 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,47644,10449
2022-10-18 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,16,4
2022-10-30 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,5480,1353
2022-10-16 08:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,17276,1219
2022-10-20 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,176736,11255
2022-10-26 01:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,145208,9197
2022-10-22 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,4984,1201
2022-10-28 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,84,11
2022-10-02 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,47600,2997
2022-10-03 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,38892,2552
2022-10-05 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,151984,9830
2022-10-08 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,16282,1101
2022-10-10 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,868,62
2022-10-16 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,21966,1566
2022-10-26 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,8232,584
2022-10-30 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,312214,18788
2022-10-03 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4620,1151
2022-10-08 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,41632,8835
2022-10-13 01:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,39340,8580
2022-10-30 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,25268,5245
2022-10-06 03:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,14,1
2022-10-12 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,95788,6445
2022-10-13 11:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,25550,1699
2022-10-18 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,145390,10121
2022-10-26 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,36568,2602
2022-10-03 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8740,2175
2022-10-13 09:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2308,573
2022-10-19 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,7528,1871
2022-10-20 03:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,68,14
2022-10-23 02:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,69992,14665
2022-10-03 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,211484,13400
2022-10-09 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,230202,13788
2022-10-23 12:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,153216,9073
2022-10-24 06:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,38598,2730
2022-10-28 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,124922,8480
2022-10-29 10:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,151298,9586
2022-10-05 07:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,39472,9601
2022-10-08 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,74932,16462
2022-10-26 09:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,8264,2062
2022-10-29 08:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,17008,4152
2022-10-30 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,360,70
2022-10-01 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,74942,5319
2022-10-10 06:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,37184,2594
2022-10-13 05:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,263998,17002
2022-10-19 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,168518,10748
2022-10-09 02:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,28,7
2022-10-10 12:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,36496,8004
2022-10-11 06:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,11580,2873
2022-10-13 11:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,30288,6655
2022-10-15 08:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,15972,3799
2022-10-16 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,51988,11336
2022-10-09 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,1750,124
2022-10-20 07:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,139552,9708
2022-10-23 06:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,287896,17734
2022-10-26 05:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,1974,129
2022-10-29 04:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,449064,26165
2022-10-03 04:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,88,14
2022-10-06 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,61096,13142
2022-10-21 07:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,11228,2778
2022-10-23 12:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,7460,1649
2022-10-26 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,8312,1933
2022-10-27 05:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,12400,3062
2022-10-29 10:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,34984,7051
2022-10-01 09:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,18718,1326
2022-10-11 02:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,156884,9886
2022-10-30 08:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,38234,2472
2022-10-01 01:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,52,13
