DATE_TIME,TRANSFER_TYPE,TRANSFER_TYPE_ID,TRANSPORT_TYPE_DESC,LINE,NUMBER_OF_PASSAGE,NUMBER_OF_PASSENGER
2022-03-15 05:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,6,3
2022-03-27 09:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,7072,3246
2022-03-28 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,5460,1296
2022-03-29 01:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,37576,2674
2022-03-03 01:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,2,1
2022-03-12 06:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,7726,3528
2022-03-18 04:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,15698,7313
2022-03-03 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,9569,1353
2022-03-05 08:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,8141,1163
2022-03-06 10:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,2254,321
2022-03-23 03:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,65912,8668
2022-03-30 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,70,5
2022-03-16 01:00:00.000 PM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4496,2232
2022-03-20 10:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,4018,1875
2022-03-22 07:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,17842,8277
2022-03-25 06:00:00.000 AM,Normal,3,DENİZ,ŞEHİR_HATLARI,4062,1990
2022-03-28 05:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,73136,16951
2022-03-02 09:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,19341,2718
2022-03-08 07:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,55279,7552
2022-03-13 12:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,49,7
2022-03-16 11:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,966,136
2022-03-19 10:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,6832,965
2022-03-10 03:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,7582,3515
2022-03-29 01:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,4,1
2022-03-30 11:00:00.000 PM,Normal,3,DENİZ,ŞEHİR_HATLARI,8244,1923
2022-03-03 05:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,35,5
2022-03-06 04:00:00.000 PM,Aktarma,3,DENİZ,MOTOR_TEKNE,22953,3241
2022-03-15 09:00:00.000 AM,Normal,3,DENİZ,MOTOR_TEKNE,37471,5179
2022-03-18 08:00:00.000 PM,Normal,3,DENİZ,MOTOR_TEKNE,16037,2118
2022-03-29 11:00:00.000 AM,Aktarma,3,DENİZ,MOTOR_TEKNE,33138,2348
2022-03-06 10:00:00.000 AM,Aktarma,3,DENİZ,ŞEHİR_HATLARI,3084,1534
